                  下月连续 (IFL1)
 
      时间	    开盘	    最高	    最低	    收盘	         成交量	   MA.MA30  	   MA.MA60  	   MA.MA120 	   MA.MA250 	 
 03/21-09:43	2618.200	2618.200	2616.600	2618.000	             38	   2622.400	   2615.733	   2610.867	   2597.296	
 03/21-09:44	2617.400	2619.200	2617.400	2618.600	             31	   2622.400	   2615.933	   2611.000	   2597.472	
 03/21-09:45	2618.000	2619.600	2618.000	2618.000	             68	   2622.533	   2616.133	   2611.200	   2597.664	
 03/21-09:46	2619.200	2622.000	2616.800	2621.200	            128	   2622.267	   2616.333	   2611.400	   2597.888	
 03/21-09:47	2621.800	2623.600	2620.400	2623.600	             86	   2622.267	   2616.600	   2611.600	   2598.144	
 03/21-09:48	2623.000	2623.600	2621.800	2623.200	             25	   2622.267	   2616.867	   2611.767	   2598.384	
 03/21-09:49	2623.200	2623.800	2622.600	2623.000	             17	   2622.267	   2617.200	   2611.933	   2598.624	
 03/21-09:50	2622.600	2622.800	2622.200	2622.600	             32	   2622.000	   2617.400	   2612.033	   2598.832	
 03/21-09:51	2622.400	2623.800	2622.200	2623.000	             25	   2622.000	   2617.667	   2612.167	   2599.072	
 03/21-09:52	2623.200	2623.200	2622.000	2622.000	             19	   2622.000	   2617.933	   2612.333	   2599.312	
 03/21-09:53	2621.800	2621.800	2620.400	2620.800	             14	   2621.867	   2618.133	   2612.433	   2599.536	
 03/21-09:54	2621.200	2623.800	2620.600	2623.800	             17	   2621.867	   2618.333	   2612.567	   2599.776	
 03/21-09:55	2623.000	2623.400	2622.000	2622.600	             18	   2621.867	   2618.533	   2612.700	   2599.984	
 03/21-09:56	2623.600	2627.000	2622.600	2625.000	             57	   2622.000	   2618.867	   2612.900	   2600.192	
 03/21-09:57	2626.200	2626.400	2623.600	2625.000	             25	   2622.000	   2619.133	   2613.067	   2600.384	
 03/21-09:58	2625.000	2625.600	2623.600	2625.600	            279	   2622.000	   2619.400	   2613.267	   2600.576	
 03/21-09:59	2625.600	2628.400	2625.600	2628.400	             94	   2622.133	   2619.733	   2613.433	   2600.832	
 03/21-10:00	2628.400	2630.400	2627.400	2629.400	             53	   2622.533	   2620.133	   2613.633	   2601.088	
 03/21-10:01	2628.800	2629.800	2628.200	2628.200	             36	   2622.667	   2620.400	   2613.767	   2601.360	
 03/21-10:02	2627.000	2628.000	2626.200	2626.200	             19	   2622.667	   2620.667	   2613.900	   2601.616	
 03/21-10:03	2627.600	2632.000	2627.600	2630.200	            144	   2622.933	   2621.000	   2614.067	   2601.888	
 03/21-10:04	2630.800	2632.600	2630.000	2631.000	            217	   2623.333	   2621.333	   2614.267	   2602.160	
 03/21-10:05	2631.200	2632.800	2630.800	2631.600	            223	   2623.600	   2621.733	   2614.467	   2602.416	
 03/21-10:06	2632.000	2632.600	2629.400	2630.400	            155	   2623.733	   2622.000	   2614.633	   2602.656	
 03/21-10:07	2630.200	2630.600	2628.400	2628.600	             75	   2624.000	   2622.333	   2614.833	   2602.880	
 03/21-10:08	2628.400	2629.400	2627.600	2627.800	             36	   2624.133	   2622.600	   2615.033	   2603.136	
 03/21-10:09	2626.600	2626.800	2625.200	2626.000	             19	   2624.400	   2622.867	   2615.233	   2603.360	
 03/21-10:10	2625.600	2627.000	2625.600	2626.600	             11	   2624.533	   2623.133	   2615.433	   2603.568	
 03/21-10:11	2625.800	2626.800	2625.400	2626.000	             30	   2624.800	   2623.400	   2615.600	   2603.792	
 03/21-10:12	2625.600	2628.000	2625.600	2627.800	             28	   2625.200	   2623.667	   2615.767	   2604.016	
 03/21-10:13	2627.400	2627.600	2624.800	2625.000	             21	   2625.333	   2623.867	   2615.967	   2604.240	
 03/21-10:14	2625.800	2629.200	2625.800	2627.000	             22	   2625.733	   2624.067	   2616.133	   2604.448	
 03/21-10:15	2628.400	2628.400	2626.800	2627.200	              9	   2626.000	   2624.267	   2616.300	   2604.656	
 03/21-10:16	2627.000	2629.800	2627.000	2629.000	             41	   2626.267	   2624.267	   2616.467	   2604.848	
 03/21-10:17	2629.000	2631.200	2628.800	2630.600	             52	   2626.533	   2624.400	   2616.700	   2605.072	
 03/21-10:18	2630.200	2630.400	2628.400	2628.400	             27	   2626.667	   2624.467	   2616.867	   2605.296	
 03/21-10:19	2627.600	2629.000	2627.600	2628.600	              9	   2626.800	   2624.533	   2617.033	   2605.504	
 03/21-10:20	2629.400	2630.200	2628.600	2630.200	              7	   2627.067	   2624.533	   2617.233	   2605.744	
 03/21-10:21	2628.800	2629.000	2628.800	2629.000	              4	   2627.333	   2624.667	   2617.433	   2605.968	
 03/21-10:22	2628.200	2628.200	2626.000	2627.000	             19	   2627.333	   2624.667	   2617.567	   2606.144	
 03/21-10:23	2626.000	2626.000	2626.000	2626.000	              1	   2627.600	   2624.733	   2617.733	   2606.352	
 03/21-10:24	2626.800	2627.200	2626.800	2627.200	              6	   2627.733	   2624.800	   2617.900	   2606.544	
 03/21-10:25	2626.400	2626.600	2625.200	2625.800	             12	   2627.867	   2624.867	   2618.033	   2606.720	
 03/21-10:26	2625.400	2626.600	2625.400	2626.600	             20	   2627.867	   2624.933	   2618.167	   2606.912	
 03/21-10:27	2626.800	2626.800	2625.200	2625.200	              7	   2627.867	   2624.933	   2618.300	   2607.088	
 03/21-10:28	2625.200	2625.600	2624.000	2625.600	             17	   2627.867	   2624.933	   2618.400	   2607.264	
 03/21-10:29	2625.400	2625.400	2622.000	2622.200	             21	   2627.733	   2624.933	   2618.533	   2607.456	
 03/21-10:30	2622.800	2623.400	2621.400	2621.600	             29	   2627.333	   2624.933	   2618.667	   2607.632	
 03/21-10:31	2621.000	2622.400	2620.800	2621.400	             11	   2627.200	   2624.933	   2618.833	   2607.824	
 03/21-10:32	2622.800	2622.800	2622.000	2622.600	             17	   2627.067	   2624.867	   2618.967	   2607.984	
 03/21-10:33	2622.600	2623.200	2622.000	2622.600	             20	   2626.800	   2624.867	   2619.133	   2608.144	
 03/21-10:34	2622.000	2622.600	2621.000	2622.600	             24	   2626.533	   2624.933	   2619.300	   2608.288	
 03/21-10:35	2622.400	2625.400	2622.000	2625.200	             52	   2626.267	   2624.933	   2619.433	   2608.448	
 03/21-10:36	2625.600	2625.600	2625.000	2625.400	             13	   2626.133	   2624.933	   2619.567	   2608.608	
 03/21-10:37	2625.400	2626.400	2625.200	2626.200	             12	   2626.133	   2625.067	   2619.733	   2608.784	
 03/21-10:38	2626.400	2626.400	2625.800	2625.800	              7	   2626.000	   2625.067	   2619.867	   2608.944	
 03/21-10:39	2624.600	2625.000	2624.600	2625.000	             22	   2626.000	   2625.200	   2620.033	   2609.120	
 03/21-10:40	2625.600	2625.600	2623.800	2623.800	             28	   2626.000	   2625.267	   2620.200	   2609.280	
 03/21-10:41	2624.000	2624.000	2622.800	2623.000	             14	   2625.733	   2625.267	   2620.300	   2609.408	
 03/21-10:42	2623.600	2623.600	2622.400	2622.600	              9	   2625.600	   2625.400	   2620.467	   2609.552	
 03/21-10:43	2622.800	2622.800	2622.000	2622.000	              9	   2625.467	   2625.400	   2620.567	   2609.680	
 03/21-10:44	2622.400	2623.000	2622.400	2623.000	              7	   2625.333	   2625.533	   2620.733	   2609.840	
 03/21-10:45	2622.400	2624.000	2622.400	2623.800	             11	   2625.200	   2625.600	   2620.867	   2610.016	
 03/21-10:46	2623.800	2623.800	2623.000	2623.000	              9	   2625.067	   2625.667	   2621.000	   2610.176	
 03/21-10:47	2623.200	2625.400	2623.200	2623.800	             30	   2624.800	   2625.667	   2621.133	   2610.352	
 03/21-10:48	2624.400	2624.400	2621.600	2621.600	             11	   2624.533	   2625.600	   2621.233	   2610.496	
 03/21-10:49	2622.600	2625.000	2622.400	2625.000	             18	   2624.533	   2625.667	   2621.433	   2610.640	
 03/21-10:50	2624.800	2626.600	2624.800	2626.600	             28	   2624.400	   2625.733	   2621.567	   2610.784	
 03/21-10:51	2625.800	2627.000	2625.600	2626.600	             14	   2624.267	   2625.800	   2621.733	   2610.928	
 03/21-10:52	2627.400	2627.400	2625.200	2625.800	             20	   2624.267	   2625.800	   2621.867	   2611.056	
 03/21-10:53	2624.200	2625.000	2624.200	2625.000	             10	   2624.267	   2625.933	   2622.033	   2611.168	
 03/21-10:54	2625.000	2626.000	2624.400	2626.000	             15	   2624.133	   2625.933	   2622.133	   2611.280	
 03/21-10:55	2624.600	2627.000	2624.600	2626.800	             44	   2624.267	   2626.067	   2622.300	   2611.376	
 03/21-10:56	2626.200	2626.200	2625.400	2625.600	             13	   2624.133	   2626.000	   2622.433	   2611.472	
 03/21-10:57	2626.200	2626.200	2625.000	2625.000	             52	   2624.133	   2626.000	   2622.567	   2611.568	
 03/21-10:58	2624.800	2625.800	2624.800	2625.400	             25	   2624.267	   2626.067	   2622.733	   2611.696	
 03/21-10:59	2626.000	2627.000	2625.600	2627.000	             25	   2624.267	   2626.000	   2622.867	   2611.808	
 03/21-11:00	2627.000	2628.800	2626.600	2628.600	             35	   2624.667	   2626.000	   2623.067	   2611.920	
 03/21-11:01	2628.600	2628.600	2627.400	2628.000	              8	   2624.800	   2626.000	   2623.200	   2612.016	
 03/21-11:02	2628.000	2629.000	2627.800	2629.000	              8	   2625.067	   2626.067	   2623.367	   2612.096	
 03/21-11:03	2628.800	2629.400	2628.400	2628.800	             14	   2625.200	   2626.000	   2623.500	   2612.176	
 03/21-11:04	2628.400	2628.400	2627.200	2627.200	              8	   2625.333	   2625.933	   2623.633	   2612.256	
 03/21-11:05	2627.600	2627.600	2627.400	2627.600	              8	   2625.467	   2625.867	   2623.800	   2612.336	
 03/21-11:06	2627.000	2627.000	2626.800	2627.000	              4	   2625.600	   2625.867	   2623.933	   2612.432	
 03/21-11:07	2628.000	2628.600	2628.000	2628.600	              6	   2625.600	   2625.867	   2624.100	   2612.512	
 03/21-11:08	2628.000	2629.600	2628.000	2629.000	             14	   2625.733	   2625.867	   2624.233	   2612.608	
 03/21-11:09	2628.800	2630.600	2628.800	2630.000	             18	   2625.733	   2625.867	   2624.367	   2612.704	
 03/21-11:10	2630.600	2633.600	2630.600	2631.800	             63	   2626.000	   2626.000	   2624.567	   2612.832	
 03/21-11:11	2632.200	2634.400	2630.000	2634.200	            139	   2626.533	   2626.133	   2624.767	   2612.976	
 03/21-11:12	2634.200	2634.200	2631.000	2631.200	            126	   2626.800	   2626.200	   2624.933	   2613.104	
 03/21-11:13	2631.000	2631.600	2629.800	2630.600	             24	   2627.067	   2626.267	   2625.067	   2613.248	
 03/21-11:14	2630.400	2631.000	2630.000	2630.800	             15	   2627.333	   2626.333	   2625.200	   2613.392	
 03/21-11:15	2630.800	2631.400	2629.600	2630.800	             40	   2627.600	   2626.400	   2625.333	   2613.552	
 03/21-11:16	2630.600	2632.000	2628.600	2628.600	             32	   2627.733	   2626.400	   2625.333	   2613.696	
 03/21-11:17	2628.600	2630.400	2628.400	2630.400	             29	   2628.000	   2626.400	   2625.400	   2613.856	
 03/21-11:18	2631.000	2632.400	2630.400	2631.000	             28	   2628.267	   2626.400	   2625.433	   2614.000	
 03/21-11:19	2631.800	2631.800	2631.400	2631.400	              2	   2628.400	   2626.467	   2625.500	   2614.176	
 03/21-11:20	2632.000	2632.000	2629.600	2630.200	            130	   2628.667	   2626.533	   2625.533	   2614.352	
 03/21-11:21	2630.200	2635.000	2629.600	2633.800	            147	   2628.800	   2626.533	   2625.600	   2614.544	
 03/21-11:22	2634.400	2634.400	2631.600	2633.200	            147	   2629.067	   2626.667	   2625.667	   2614.736	
 03/21-11:23	2632.800	2633.400	2631.600	2632.400	             23	   2629.333	   2626.800	   2625.767	   2614.960	
 03/21-11:24	2632.600	2632.600	2629.600	2629.800	            155	   2629.467	   2626.800	   2625.800	   2615.120	
 03/21-11:25	2629.800	2630.000	2629.000	2630.000	             22	   2629.467	   2626.867	   2625.867	   2615.312	
 03/21-11:26	2629.400	2630.600	2629.400	2630.400	              6	   2629.733	   2626.933	   2625.933	   2615.504	
 03/21-11:27	2629.800	2629.800	2628.800	2628.800	             11	   2629.867	   2627.000	   2625.967	   2615.680	
 03/21-11:28	2628.600	2628.600	2626.800	2628.200	             54	   2629.867	   2627.067	   2626.000	   2615.840	
 03/21-11:29	2628.200	2628.400	2627.400	2627.600	             13	   2630.000	   2627.133	   2626.033	   2616.000	
 03/21-11:30	2628.000	2628.000	2626.800	2628.000	             14	   2629.867	   2627.267	   2626.100	   2616.176	
 03/21-13:01	2628.000	2629.000	2627.000	2628.600	             33	   2629.867	   2627.333	   2626.133	   2616.352	
 03/21-13:02	2629.000	2629.600	2628.600	2629.400	             14	   2630.000	   2627.533	   2626.200	   2616.544	
 03/21-13:03	2629.000	2629.000	2627.000	2627.000	             36	   2629.867	   2627.533	   2626.200	   2616.704	
 03/21-13:04	2627.000	2627.000	2625.000	2625.600	             40	   2629.867	   2627.600	   2626.267	   2616.864	
 03/21-13:05	2625.200	2626.000	2624.800	2626.000	             47	   2629.733	   2627.600	   2626.267	   2617.008	
 03/21-13:06	2626.000	2626.000	2625.000	2625.000	             11	   2629.733	   2627.667	   2626.300	   2617.168	
 03/21-13:07	2625.000	2625.000	2621.600	2622.200	            135	   2629.467	   2627.533	   2626.300	   2617.296	
 03/21-13:08	2623.000	2623.400	2622.000	2623.400	             35	   2629.333	   2627.533	   2626.300	   2617.408	
 03/21-13:09	2623.000	2624.000	2623.000	2623.600	              9	   2629.200	   2627.467	   2626.333	   2617.536	
 03/21-13:10	2623.600	2624.400	2623.600	2624.400	              6	   2628.933	   2627.467	   2626.367	   2617.664	
 03/21-13:11	2624.800	2624.800	2624.200	2624.600	              5	   2628.533	   2627.533	   2626.400	   2617.792	
 03/21-13:12	2624.800	2624.800	2624.000	2624.800	            154	   2628.267	   2627.533	   2626.467	   2617.888	
 03/21-13:13	2624.800	2626.000	2624.800	2625.800	             21	   2628.267	   2627.667	   2626.533	   2618.016	
 03/21-13:14	2625.800	2625.800	2625.200	2625.200	              6	   2628.000	   2627.667	   2626.600	   2618.112	
 03/21-13:15	2625.400	2627.200	2625.400	2627.000	             15	   2627.867	   2627.733	   2626.667	   2618.224	
 03/21-13:16	2626.800	2627.400	2626.000	2627.000	            130	   2627.867	   2627.800	   2626.733	   2618.336	
 03/21-13:17	2627.000	2627.400	2627.000	2627.000	              3	   2627.600	   2627.800	   2626.733	   2618.432	
 03/21-13:18	2627.600	2628.200	2627.000	2628.200	             16	   2627.600	   2627.933	   2626.767	   2618.544	
 03/21-13:19	2628.200	2628.200	2627.000	2628.000	             19	   2627.467	   2627.933	   2626.800	   2618.656	
 03/21-13:20	2628.200	2629.600	2628.000	2628.000	             12	   2627.333	   2628.000	   2626.867	   2618.752	
 03/21-13:21	2627.600	2629.000	2627.000	2629.000	             19	   2627.333	   2628.067	   2626.933	   2618.848	
 03/21-13:22	2629.200	2629.400	2628.800	2629.400	              8	   2627.200	   2628.133	   2626.967	   2618.960	
 03/21-13:23	2628.800	2628.800	2628.800	2628.800	              1	   2626.933	   2628.133	   2627.033	   2619.056	
 03/21-13:24	2628.600	2630.200	2628.600	2630.200	             19	   2627.067	   2628.267	   2627.100	   2619.184	
 03/21-13:25	2630.400	2631.600	2630.000	2630.400	             32	   2627.067	   2628.267	   2627.167	   2619.312	
 03/21-13:26	2630.200	2630.400	2629.200	2629.200	              6	   2627.067	   2628.400	   2627.200	   2619.456	
 03/21-13:27	2629.400	2630.000	2629.400	2630.000	              4	   2627.067	   2628.467	   2627.233	   2619.568	
 03/21-13:28	2630.400	2630.600	2629.400	2629.800	             13	   2627.200	   2628.533	   2627.300	   2619.680	
 03/21-13:29	2629.000	2629.400	2628.600	2629.400	              7	   2627.200	   2628.600	   2627.300	   2619.776	
 03/21-13:30	2629.600	2631.800	2628.200	2628.800	             67	   2627.200	   2628.533	   2627.267	   2619.856	
 03/21-13:31	2628.400	2630.400	2628.000	2630.200	             17	   2627.333	   2628.600	   2627.300	   2619.952	
 03/21-13:32	2630.200	2632.000	2630.200	2631.600	             23	   2627.333	   2628.667	   2627.367	   2620.064	
 03/21-13:33	2631.200	2631.200	2630.400	2630.400	              7	   2627.467	   2628.667	   2627.333	   2620.144	
 03/21-13:34	2631.200	2631.400	2630.400	2631.400	             16	   2627.600	   2628.733	   2627.333	   2620.240	
 03/21-13:35	2631.600	2632.000	2631.600	2632.000	             19	   2627.867	   2628.800	   2627.333	   2620.352	
 03/21-13:36	2631.600	2632.200	2631.600	2631.800	             10	   2628.000	   2628.867	   2627.367	   2620.464	
 03/21-13:37	2631.400	2631.800	2630.200	2630.600	             24	   2628.400	   2628.933	   2627.400	   2620.576	
 03/21-13:38	2630.200	2630.200	2627.600	2627.600	             87	   2628.533	   2628.933	   2627.400	   2620.688	
 03/21-13:39	2627.600	2628.600	2627.600	2627.800	             32	   2628.667	   2628.933	   2627.400	   2620.768	
 03/21-13:40	2628.200	2628.200	2626.400	2626.800	             65	   2628.667	   2628.800	   2627.400	   2620.832	
